fraction	superkingdom	phylum	class	order	family	genus	species
0.012627147497309804	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__NBRC-103111	g__Paenibacillus_G	s__Paenibacillus_G validus
0.010179255294032859	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Elizabethkingia	s__Elizabethkingia bruuniana
0.007793492334493908	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__Paenibacillaceae	g__Paenibacillus_I	s__Paenibacillus_I darwinianus
0.006009140454338733	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter	s__Citrobacter freundii
0.0058575450996180296	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Thermus	s__Thermus brockianus_A
0.0049902208570356404	d__Bacteria	p__Thermotogota	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Fervidobacterium	s__Fervidobacterium pennivorans_A
0.004381354268403303	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Leclercia	s__Leclercia adecarboxylata
0.003824676244510881	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Thermus_A	s__Thermus_A filiformis
0.003061729131408321	d__Bacteria	p__Aquificota	c__Aquificae	o__Hydrogenothermales	f__Hydrogenothermaceae	g__Sulfurihydrogenibium	s__Sulfurihydrogenibium azorense
0.0030542736221597614	d__Bacteria	p__Desulfobacterota	c__Thermodesulfobacteria	o__Thermodesulfobacteriales	f__Thermodesulfobacteriaceae	g__Thermodesulfobacterium	s__Thermodesulfobacterium commune
0.0030368774339131236	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Ignisphaeraceae	g__Ignisphaera	s__Ignisphaera aggregans
0.0028057566472077878	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__UBA7405	s__UBA7405 sp000755535
0.002713805366475557	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus zilligii
0.002649190952988044	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__NBVN01	g__Zestosphaera	s__Zestosphaera tikiterensis
0.002631794764741406	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__NBRC-103111	g__Paenibacillus_E	s__Paenibacillus_E sp008017805
0.0024503773730264644	d__Archaea	p__Thermoproteota	c__Thermoprotei	o__Thermoproteales	f__Thermoproteaceae	g__Pyrobaculum	s__Pyrobaculum calidifontis
0.0015209238867060814	d__Archaea	p__Thermoproteota	c__Korarchaeia	o__Korarchaeales	f__Korarchaeaceae	g__Korarchaeum	s__Korarchaeum sp003344655
0.001314654797495943	d__Bacteria	p__Bacillota_A	c__Thermoanaerobacteria	o__Caldicellulosiruptorales	f__Caldicellulosiruptoraceae	g__Caldicellulosiruptor	s__Caldicellulosiruptor morganii
0.0012053073285170743	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter kobei
0.0010412861250487715	d__Archaea	p__Thermoproteota	c__Thermoprotei	o__Thermofilales	f__Thermofilaceae	g__Infirmifilum	s__Infirmifilum sp002855745
0.0010214047670526135	d__Bacteria	p__Aquificota	c__Aquificae	o__Aquificales	f__Aquificaceae	g__UBA11096	s__UBA11096 sp003534055
0.0009642458628136596	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Thermus	s__Thermus thermophilus
0.0008648390728328699	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter hormaechei_A
0.0007132437181121657	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Nanoarchaeales	f__Nanopusillaceae	g__Nanoclepta	s__Nanoclepta minutus
0.0006312331163780142	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Enterobacter	s__Enterobacter soli
0.0005790445516380996	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Aquaspirillaceae	g__Microvirgula	s__Microvirgula aerodenitrificans
0.0005417670053953035	d__Bacteria	p__Bacillota	c__Bacilli	o__Paenibacillales	f__NBRC-103111	g__Paenibacillus_G	s__Paenibacillus_G naphthalenovorans
0.0004945487801544284	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Anoxybacillaceae	g__Anoxybacillus	s__Anoxybacillus pushchinoensis
0.00043987504566499414	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Parvibaculales	f__Parvibaculaceae	g__Parvibaculum	s__Parvibaculum sp019635965
0.0003901716506745993	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Citrobacter_A	s__Citrobacter_A amalonaticus
0.00037526063217748086	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Rhizobiales	f__Stappiaceae	g__Pannonibacter	s__Pannonibacter indicus
0.00036034961368036243	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E sp002874965
0.00035537927418132295	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Mycobacteriales	f__Micromonosporaceae	g__Micromonospora	s__Micromonospora chalcea
0.00033052757668612556	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Anoxybacillaceae	g__Anoxybacillus	s__Anoxybacillus ayderensis
0.0003056758791909281	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Propionibacteriales	f__Propionibacteriaceae	g__Cutibacterium	s__Cutibacterium acnes
0.0003056758791909281	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Micrococcus	s__Micrococcus luteus
0.000278339011946211	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Anoxybacillaceae	g__Geobacillus	s__Geobacillus thermocatenulatus
0.000278339011946211	d__Bacteria	p__Dictyoglomota	c__Dictyoglomia	o__Dictyoglomales	f__Dictyoglomaceae	g__Dictyoglomus	s__Dictyoglomus thermophilum
0.00025597248420053333	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Thermus	s__Thermus composti
0.00024106146570341487	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_C	g__Achromobacter	s__Achromobacter insuavis
0.0002236652774567767	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae
0.0002186949379577372	d__Bacteria	p__Bacillota	c__Bacilli	o__Lactobacillales	f__Streptococcaceae	g__Streptococcus	s__Streptococcus suis_AA
0.00017644705221590162	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella michiganensis
0.00017147671271686211	d__Bacteria	p__Actinomycetota	c__Actinomycetia	o__Streptosporangiales	f__Streptosporangiaceae	g__Spirillospora	s__Spirillospora cremea
0.00016899154296734237	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Burkholderiales	f__Burkholderiaceae_B	g__Comamonas	s__Comamonas acidovorans
0.00016153603371878316	d__Bacteria	p__Deinococcota	c__Deinococci	o__Deinococcales	f__Thermaceae	g__Thermus	s__Thermus scotoductus
0.00016153603371878316	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales_H	f__Bacillaceae_D	g__Halalkalibacterium	s__Halalkalibacterium halodurans
0.00015656569421974368	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Pseudomonadaceae	g__Pseudomonas_E	s__Pseudomonas_E vanderleydeniana
0.0001515953547207042	d__Bacteria	p__Pseudomonadota	c__Alphaproteobacteria	o__Acetobacterales	f__Acetobacteraceae	g__Elioraea	s__Elioraea sp006704265
0.00014413984547214498	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Serratia_J	s__Serratia_J grimesii
0.00014165467572262524	d__Bacteria	p__Bacillota	c__Bacilli	o__Bacillales	f__Anoxybacillaceae	g__Anoxybacillus	s__Anoxybacillus flavithermus
0.0001391695059731055	d__Bacteria	p__Thermotogota	c__Thermotogae	o__Thermotogales	f__Fervidobacteriaceae	g__Fervidobacterium	s__Fervidobacterium pennivorans
0.000134199166474066	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales_A	f__Vibrionaceae	g__Vibrio	s__Vibrio fluvialis
0.00012922882697502652	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium bernardetii
0.00012674365722550678	d__Bacteria	p__Bacillota	c__Bacilli	o__Exiguobacterales	f__Exiguobacteraceae	g__Exiguobacterium	s__Exiguobacterium sp018618475
